pid,A,Y,X
840,1.0,2.7185,1.344
841,1.0,1.3007,0.0779
842,1.0,1.4933,-0.2929
843,0.0,-1.1046,-0.8456
844,0.0,-0.1135,-0.2701
845,0.0,-1.2348,-0.1717
846,1.0,2.6097,1.0914
847,0.0,-0.0847,-0.083
848,1.0,3.9265,1.0714
849,1.0,5.214,1.2698
850,0.0,-0.0863,-0.3138
851,0.0,-3.4546,-2.6273
852,1.0,4.953,1.711
853,1.0,2.3868,0.1687
854,1.0,1.1352,0.3891
855,0.0,-1.3877,-1.732
856,1.0,4.1756,2.2568
857,0.0,-2.3886,-2.0724
858,0.0,-0.9177,-0.9058
859,0.0,-1.4851,-0.8258
860,1.0,2.4438,1.5004
861,1.0,1.4242,-0.3258
862,0.0,-0.0617,-0.1982
863,1.0,-1.772,-1.3002
864,0.0,0.2878,-1.1649
865,1.0,3.6704,0.8484
866,1.0,0.0743,-1.0568
867,1.0,2.2358,0.8401
868,1.0,3.8326,1.3467
869,0.0,-0.53,-0.7236
870,1.0,3.2673,1.0577
871,1.0,3.6275,1.3878
872,0.0,-0.9581,-1.5295
873,1.0,2.157,0.0514
874,1.0,0.9729,-0.7896
875,0.0,-0.6018,-0.9142
876,0.0,-3.5927,-2.0757
877,0.0,-0.483,-0.9367
878,0.0,0.0508,-0.5094
879,0.0,-0.0524,0.2673
880,0.0,-2.4404,-0.7622
881,1.0,4.1749,0.3407
882,1.0,1.8834,1.1228
883,1.0,1.8293,1.0137
884,1.0,1.9709,-0.3671
885,0.0,-0.9937,-0.1604
886,1.0,1.7839,-0.3486
887,1.0,2.522,0.1092
888,0.0,-1.2085,-0.962
889,0.0,0.4095,-0.5269
890,0.0,-1.9426,-1.6344
891,1.0,1.3673,-0.5826
892,1.0,1.0331,0.3014
893,1.0,1.6695,0.4668
894,0.0,-1.2601,0.0738
895,1.0,1.1344,0.0564
896,1.0,2.6712,0.5541
897,0.0,-3.363,-2.6868
898,1.0,1.5124,-0.757
899,1.0,1.3753,-0.0743
900,1.0,3.464,1.4511
901,0.0,0.0007,-0.1964
902,1.0,3.1414,0.5569
903,0.0,0.5131,0.7052
904,0.0,2.3714,0.8858
905,0.0,0.379,-0.315
906,1.0,4.8394,1.4863
907,1.0,1.1179,0.0876
908,0.0,0.7172,-0.949
909,1.0,3.0576,-0.0025
910,1.0,3.2253,1.001
911,1.0,2.4411,0.2171
912,0.0,0.5638,0.4449
913,0.0,1.1159,1.0091
914,0.0,-0.8985,-0.4034
915,1.0,0.949,-0.6709
916,1.0,0.9939,-0.3486
917,1.0,1.9339,-0.0812
918,1.0,3.6341,0.8862
919,1.0,2.2553,1.6891
920,0.0,-1.2015,-0.5901
921,0.0,0.1621,-1.1166
922,1.0,3.332,0.2775
923,1.0,-1.0565,-0.8091
924,1.0,1.247,-0.546
925,0.0,-2.2758,-0.699
926,0.0,-0.4913,-0.7608
927,1.0,3.6877,1.2535
928,1.0,1.4147,0.5637
929,1.0,2.9461,1.8177
930,0.0,-1.2432,0.5805
931,0.0,-0.4319,-1.3372
932,0.0,-0.4906,-0.8373
933,1.0,1.5385,-0.0467
934,1.0,5.3034,0.6636
935,0.0,0.9094,0.8081
936,1.0,3.0744,1.2406
937,0.0,-2.3556,-0.9296
938,1.0,2.8584,0.4906
939,1.0,2.9443,1.3763
940,1.0,2.8779,0.8207
941,0.0,0.1109,-0.2339
942,0.0,-1.9264,-1.1283
943,0.0,-3.7306,-1.836
944,1.0,2.7032,1.1465
945,1.0,3.3008,-0.445
946,0.0,-0.7189,-0.5643
947,0.0,-1.4351,0.3737
948,1.0,0.251,-1.1161
949,0.0,-0.0972,-0.8512
950,0.0,-0.2915,-0.0187
951,1.0,1.8435,0.8584
952,0.0,-2.2557,-1.2658
953,1.0,-1.9694,-1.5465
954,0.0,-1.8182,-1.3374
955,1.0,5.0036,0.4949
956,1.0,5.3356,1.8341
957,1.0,2.156,-0.0089
958,0.0,-1.4398,0.3666
959,0.0,2.2129,1.4762
960,0.0,-2.6286,-1.2594
961,1.0,3.6596,0.4999
962,1.0,5.6221,2.5867
963,1.0,2.8255,1.0061
964,0.0,-1.9105,-0.9532
965,0.0,-0.6121,0.3395
966,0.0,-0.1908,0.2444
967,0.0,2.3893,1.3798
968,1.0,1.7283,-0.6157
969,1.0,3.5667,0.2282
970,0.0,0.823,-0.0486
971,0.0,-1.2533,-1.9591
972,0.0,-0.2853,-0.5149
973,0.0,2.4059,0.2473
974,1.0,0.0186,-0.6542
975,1.0,4.1714,1.9303
976,1.0,1.4953,-0.3343
977,1.0,-1.2352,-1.6943
978,0.0,1.3093,-0.1175
979,1.0,1.2042,-0.1969
980,0.0,-3.0248,-1.8048
981,0.0,-0.639,-0.8957
982,0.0,1.1504,0.6641
983,0.0,-0.1252,-0.2635
984,1.0,1.7902,-0.6435
985,0.0,-1.7731,0.6077
986,0.0,-0.6523,-0.457
987,1.0,4.2993,1.4033
988,0.0,-0.4196,-0.6506
989,0.0,-0.3913,-0.4168
990,1.0,2.5405,-0.6502
991,0.0,-1.5904,-0.6208
992,0.0,2.5407,0.422
993,0.0,-0.9146,0.4342
994,1.0,2.7336,0.4526
995,1.0,6.2635,2.4501
996,0.0,-1.2063,-0.0809
997,1.0,3.3909,0.4812
998,0.0,-3.6731,-1.1421
999,1.0,0.8797,0.7742
1000,0.0,-1.4498,0.2729
1001,0.0,-0.3101,0.8884
1002,1.0,5.0869,2.3056
1003,1.0,2.3112,-0.0762
1004,0.0,-2.3623,-1.9971
1005,1.0,1.3915,0.7491
1006,0.0,-1.2929,-0.4798
1007,1.0,2.845,0.479
1008,1.0,1.3944,0.6068
1009,1.0,-1.4397,-0.9131
1010,0.0,-0.7458,0.2103
1011,1.0,2.0,0.1928
1012,0.0,-3.2585,-1.4241
1013,1.0,1.5659,-0.155
1014,1.0,-0.4452,-0.754
1015,0.0,2.7056,1.1824
1016,0.0,0.2087,-0.0333
1017,0.0,-2.6942,-2.0461
1018,1.0,4.5933,1.2926
1019,0.0,-2.3529,-0.7604
1020,0.0,1.5172,0.8513
1021,0.0,-4.4728,-2.1695
1022,1.0,4.1007,1.0111
1023,0.0,-1.5138,-2.0752
1024,0.0,-2.2926,-0.6067
1025,0.0,-0.4609,-0.0097
1026,1.0,4.3541,1.0585
1027,0.0,1.1863,1.2846
1028,1.0,2.7231,0.1741
1029,0.0,-3.1823,-1.8296
1030,0.0,1.0956,0.2993
1031,0.0,-2.3595,-1.1978
1032,1.0,4.3925,1.0882
1033,0.0,-1.8684,-1.766
1034,1.0,3.2824,1.6206
1035,1.0,4.5578,1.7777
1036,1.0,4.4302,0.5765
1037,0.0,-1.8873,-1.1594
1038,0.0,1.1075,0.4121
1039,1.0,3.8282,1.4046
1040,0.0,0.5282,0.2135
1041,1.0,2.3564,-0.4489
1042,1.0,-0.4043,-1.3729
1043,0.0,-1.8032,-0.2028
1044,0.0,-2.8077,-0.5215
1045,1.0,2.6537,0.1857
1046,0.0,-1.8026,-0.7878
1047,0.0,-0.9794,-0.9179
1048,0.0,-1.6764,-0.8999
1049,1.0,0.8226,-0.3671
1050,1.0,3.3953,1.1578
1051,0.0,0.9106,-1.5747
1052,0.0,-4.4304,-2.0806
1053,1.0,3.3141,0.5786
1054,0.0,-0.3095,-0.0117
1055,1.0,0.6305,-0.418
1056,1.0,4.145,0.8715
1057,0.0,-3.2949,-2.0739
1058,1.0,1.7329,0.1104
1059,1.0,4.4758,1.5029
1060,1.0,-0.9888,-1.6379
1061,1.0,-0.1475,-1.1744
1062,1.0,6.4193,2.5635
1063,0.0,-1.3416,-1.0268
1064,0.0,2.5919,2.074
1065,1.0,2.4825,-0.1473
1066,1.0,0.7095,-1.4065
1067,0.0,0.0171,-1.0342
1068,0.0,-0.1758,-1.1132
1069,0.0,-1.691,-0.0395
1070,1.0,1.4823,-0.9648
1071,1.0,0.2669,-0.5133
1072,0.0,-0.7178,-0.906
1073,1.0,2.5036,0.1553
1074,0.0,0.7234,1.5998
1075,1.0,3.1047,1.1994
1076,1.0,2.7843,-0.0174
1077,0.0,0.7416,-0.0907
1078,0.0,-0.2797,-0.9237
1079,0.0,-0.6671,-0.566
1080,1.0,3.186,0.7585
1081,0.0,-1.4508,-1.8138
1082,0.0,-1.4577,-0.4001
1083,1.0,1.8333,-0.0069
1084,0.0,0.4379,-0.0395
1085,1.0,1.7526,0.4058
1086,0.0,-4.3064,-2.2573
1087,1.0,2.6718,0.7477
1088,0.0,-1.6043,-1.0607
1089,1.0,5.8663,1.2048
1090,1.0,2.8608,0.0944
1091,1.0,2.4947,1.0218
1092,1.0,4.8638,1.3944
1093,1.0,5.0203,2.685
1094,1.0,3.7478,0.7413
1095,0.0,-2.1303,-2.5222
1096,1.0,1.8494,-0.1676
1097,1.0,2.416,0.4646
1098,1.0,3.4078,0.9588
1099,1.0,3.3683,-0.6951
1100,0.0,1.122,0.4423
1101,0.0,-3.4992,-2.0653
1102,1.0,3.7952,0.7328
1103,1.0,0.3599,-0.8893
1104,0.0,0.1307,-0.8313
1105,1.0,0.7954,0.1752
1106,0.0,0.0053,0.3533
1107,1.0,5.2664,0.9086
1108,0.0,-0.5491,-0.2508
1109,0.0,0.0297,-0.5521
1110,0.0,-0.0585,0.3149
1111,1.0,3.1001,-0.0179
1112,1.0,1.8181,0.8567
1113,1.0,2.1088,-0.1072
1114,1.0,2.8693,1.1397
1115,0.0,-0.4608,-0.2412
1116,1.0,3.1148,0.3848
1117,0.0,0.1897,0.1791
1118,1.0,0.8662,-1.0485
1119,0.0,-0.6744,-0.1974
1120,1.0,2.943,-1.0303
1121,1.0,1.4339,-0.6454
1122,1.0,-0.7189,-0.7721
1123,0.0,-2.052,-1.7
1124,1.0,0.4676,-0.2025
1125,0.0,0.6219,0.256
1126,1.0,0.5332,0.2916
1127,1.0,1.7458,0.857
1128,1.0,2.1842,0.2499
1129,1.0,5.84,1.7798
1130,1.0,3.0436,0.2505
1131,1.0,1.1798,-1.3805
1132,1.0,1.9746,-0.3777
1133,1.0,1.7648,0.4823
1134,1.0,2.6824,-1.3103
1135,0.0,-1.5465,-0.6005
1136,1.0,3.4033,1.2426
1137,1.0,1.8904,0.3146
1138,1.0,1.149,0.0886
1139,0.0,-0.3367,0.4987
1140,1.0,0.4056,0.0802
1141,1.0,2.5188,0.3039
1142,1.0,2.9967,1.1449
1143,1.0,4.1019,0.288
1144,1.0,3.8807,2.1743
1145,0.0,-0.3197,-0.607
1146,1.0,2.2387,0.2649
1147,0.0,-3.6806,-1.3486
1148,1.0,3.3004,-0.1123
1149,1.0,2.3642,-0.1947
1150,0.0,-1.531,-0.9238
1151,0.0,-0.5572,0.508
1152,0.0,0.9853,0.5296
1153,0.0,2.0467,-0.2401
1154,0.0,1.7988,0.3084
1155,1.0,3.4914,0.3082
1156,0.0,1.5905,-0.0235
1157,1.0,2.1605,1.2703
1158,1.0,1.8766,-0.2829
1159,1.0,2.9045,0.6558
1160,0.0,2.6692,1.3387
1161,0.0,2.6472,0.3194
1162,0.0,-0.4415,-0.4617
1163,0.0,0.1274,0.7245
1164,0.0,0.0325,-0.3029
1165,1.0,3.8728,0.3514
1166,0.0,-1.5381,-2.0614
1167,0.0,-1.9697,-0.8015
1168,0.0,-1.4425,-0.7882
1169,1.0,2.2076,0.6552
1170,1.0,2.8303,0.6078
1171,1.0,1.839,-0.0742
1172,1.0,2.7194,0.3481
1173,1.0,3.6365,1.3573
1174,1.0,4.2586,0.8339
1175,0.0,-0.0412,0.3323
1176,1.0,2.8532,1.0445
1177,0.0,-0.2407,-0.8086
1178,0.0,-1.6593,-0.7567
1179,1.0,3.3795,0.4778
1180,0.0,-1.1969,-0.9388
1181,0.0,-1.5013,-1.2892
1182,1.0,2.6675,0.9809
1183,0.0,1.263,1.9187
1184,1.0,0.0553,-0.1431
1185,1.0,-0.3291,-1.0415
1186,1.0,1.1741,0.5564
1187,0.0,-0.6162,-0.2375
1188,0.0,2.2723,1.7278
1189,1.0,3.7438,1.6527
1190,0.0,-1.0576,0.0187
1191,1.0,2.9279,0.5802
1192,0.0,-2.5007,-0.5221
1193,1.0,3.7507,1.1091
1194,1.0,3.003,1.999
1195,1.0,-0.2561,-0.3068
1196,1.0,1.0979,-0.0275
1197,0.0,-1.1413,-0.1225
1198,1.0,2.107,0.448
1199,1.0,3.6663,0.5532
1200,1.0,2.3163,0.4999
1201,0.0,1.8899,0.7518
1202,1.0,3.4493,0.7567
1203,1.0,2.7078,0.0182
1204,1.0,3.9396,2.0042
1205,1.0,3.5828,-0.2397
1206,1.0,3.5168,0.8144
1207,0.0,0.3459,0.2116
1208,1.0,1.3841,0.8081
1209,1.0,1.4073,-0.3977
1210,0.0,-1.3385,-0.0511
1211,1.0,0.7162,0.1784
1212,1.0,1.3448,-0.2698
1213,1.0,1.9346,-0.1441
1214,0.0,-1.1228,-0.4054
1215,1.0,2.5,1.0609
1216,0.0,-1.4851,-1.4553
1217,0.0,0.6794,-0.0437
1218,0.0,1.8986,0.554
1219,0.0,2.2887,1.2584
1220,1.0,3.0984,-0.2999
1221,1.0,3.6546,0.8102
1222,1.0,4.7488,1.341
1223,0.0,-1.9504,-2.6805
1224,1.0,1.4824,-0.5359
1225,0.0,-2.2052,-2.0523
1226,1.0,2.2112,0.0193
1227,1.0,2.5319,0.1877
1228,1.0,3.5037,1.1342
1229,1.0,2.6929,0.1455
1230,0.0,-0.6984,-1.3156
1231,0.0,0.095,-0.3142
1232,0.0,-0.3281,-0.5759
1233,0.0,-3.8072,-1.3705
1234,1.0,3.025,1.2616
1235,1.0,4.8989,1.2116
1236,0.0,-0.8145,0.2555
1237,1.0,2.4001,0.7784
1238,1.0,1.977,0.727
1239,1.0,3.1333,0.7013
1240,0.0,-2.8389,-0.9959
1241,0.0,0.3747,-0.0677
1242,0.0,-0.3361,-0.7221
1243,1.0,1.599,-0.4239
1244,1.0,0.8375,0.0884
1245,0.0,-2.8179,-1.6512
1246,1.0,2.6134,0.3923
1247,0.0,0.7092,-0.6552
1248,1.0,3.5879,1.1262
1249,0.0,0.6436,-0.3999
1250,0.0,0.4319,0.58
1251,1.0,4.5177,2.711
1252,1.0,1.8085,0.6431
1253,1.0,2.9666,0.5308
1254,1.0,1.7825,-0.076
1255,1.0,1.8501,-0.711
1256,0.0,-0.7942,-0.6948
1257,0.0,0.1388,-1.393
1258,1.0,3.777,1.2099
1259,1.0,3.0709,0.4238
1260,1.0,1.3499,-0.3253
1261,0.0,0.803,0.1926
1262,1.0,0.2539,-0.6194
1263,1.0,1.4908,0.4297
1264,1.0,1.6872,-0.2069
1265,0.0,0.3213,0.2007
1266,0.0,-1.2633,-1.2498
1267,0.0,-1.007,-0.7959
1268,1.0,4.1118,1.0311
1269,0.0,-1.367,-1.422
1270,0.0,-0.6894,0.1526
1271,1.0,1.6255,-0.7578
1272,1.0,3.0533,-0.3505
1273,0.0,-2.0756,-0.7802
1274,1.0,3.4298,0.8019
1275,1.0,3.4703,1.8952
1276,1.0,2.2694,0.3058
1277,0.0,1.5225,0.6548
1278,1.0,4.1085,0.6895
1279,0.0,-1.6993,-0.655
1280,0.0,-3.6964,-1.6894
1281,0.0,-0.9807,-1.5611
1282,1.0,2.0959,0.1358
1283,1.0,4.0903,0.8828
1284,1.0,6.4408,2.8781
1285,0.0,2.1852,0.5586
1286,0.0,0.0005,-1.0396
1287,1.0,3.0136,1.7774
1288,1.0,2.277,0.3606
1289,0.0,2.0613,-0.1361
1290,1.0,2.2514,-0.184
1291,0.0,0.2542,-0.1173
1292,1.0,4.1762,1.3718
1293,1.0,-0.3134,-1.1214
1294,0.0,-0.1473,-0.8484
1295,0.0,-0.9934,-0.6136
1296,0.0,-0.4654,-0.4147
1297,0.0,0.0516,-0.9336
1298,0.0,-1.8201,-2.0659
1299,0.0,2.0042,0.9151
1300,1.0,3.3294,1.8299
1301,0.0,-1.3038,-0.5852
1302,0.0,-2.1177,-2.0152
1303,1.0,1.0926,0.0443
1304,1.0,0.3521,-0.7068
1305,1.0,3.0592,0.1019
1306,1.0,5.361,2.7473
1307,1.0,1.0199,-0.6438
1308,1.0,0.3907,-0.8682
1309,1.0,0.434,-0.2829
1310,1.0,1.7433,0.1993
1311,0.0,-1.1066,-0.3994
1312,1.0,3.8935,1.1468
1313,1.0,5.3939,1.7961
1314,1.0,4.4189,0.8694
1315,0.0,-2.3625,-0.9606
1316,0.0,0.0724,-0.1694
1317,0.0,-0.5597,-0.3801
1318,0.0,2.8218,0.7825
1319,1.0,4.4942,1.8243
1320,0.0,-3.2159,-1.1393
1321,1.0,2.4468,1.4567
1322,1.0,3.3997,1.101
1323,1.0,3.4772,1.2169
1324,1.0,4.467,1.4774
1325,1.0,1.6889,0.084
1326,1.0,-0.3535,-0.8599
1327,1.0,3.4563,1.4718
1328,0.0,-0.3132,-0.4394
1329,0.0,-1.3254,-1.2075
1330,0.0,0.9091,-0.0972
1331,0.0,-0.3288,0.5001
1332,1.0,1.1498,-0.0427
1333,1.0,1.2303,-0.3103
1334,0.0,-4.228,-2.2853
1335,0.0,0.7865,0.5382
1336,0.0,-2.2926,-0.635
1337,1.0,2.9723,1.1341
1338,1.0,1.9255,-0.0658
1339,1.0,2.4674,-0.2584
1340,1.0,0.6045,-0.4214
1341,0.0,3.9246,1.9148
1342,0.0,-0.3965,0.49
1343,1.0,4.1768,0.7863
1344,0.0,-1.0623,-0.3737
1345,1.0,1.967,0.405
1346,0.0,0.23,-0.2872
1347,0.0,-2.1098,-0.7971
1348,0.0,0.4027,0.2745
1349,1.0,1.3782,-1.4162
1350,0.0,-1.6235,-0.2366
1351,0.0,-2.0032,-1.2063
1352,1.0,2.2234,1.1726
1353,1.0,1.6537,-0.7965
1354,0.0,0.6902,-0.1732
1355,0.0,3.5567,0.8852
1356,1.0,2.8807,1.4221
1357,1.0,2.7416,0.975
1358,0.0,-0.9723,-0.5364
1359,0.0,-0.7909,-0.535
1360,1.0,3.8168,1.1487
1361,1.0,2.5966,-0.0636
1362,1.0,0.7085,-0.3881
1363,1.0,3.0698,-0.152
1364,1.0,0.9561,-0.1863
1365,1.0,2.4448,0.9417
1366,0.0,-0.8114,0.2779
1367,1.0,4.1856,2.015
1368,0.0,-1.6052,-1.9355
1369,1.0,3.2601,0.7363
1370,1.0,4.1015,1.6138
1371,1.0,2.7086,1.0374
1372,0.0,-0.4475,-0.8144
1373,1.0,1.9794,0.1046
1374,0.0,-3.3403,-2.5429
1375,0.0,-0.0315,-0.4968
1376,1.0,1.5151,-0.8004
1377,0.0,0.4379,0.5069
1378,0.0,-1.0685,-1.1568
1379,0.0,0.1689,0.1324
1380,1.0,1.0985,-1.1998
1381,0.0,-1.381,-0.3811
1382,0.0,-0.8953,-0.5498
1383,0.0,-1.1922,-1.279
1384,0.0,-1.5504,-1.3352
1385,0.0,-0.1607,-0.6737
1386,1.0,3.5785,1.2718
1387,1.0,0.6504,-1.3157
1388,0.0,-0.3838,-0.8415
1389,1.0,2.3544,0.9987
1390,0.0,0.1414,-0.2387
1391,1.0,1.9401,0.4603
1392,0.0,1.67,1.1161
1393,1.0,1.638,0.0869
1394,1.0,4.0704,0.944
1395,1.0,2.0916,0.485
1396,0.0,-1.8333,-0.8417
1397,1.0,1.3825,-0.6438
1398,1.0,1.1059,0.3632
1399,0.0,0.991,-0.544
1400,1.0,2.2392,0.7399
1401,1.0,1.0533,-1.6092
1402,0.0,-0.8802,-0.5579
1403,0.0,-1.7871,-0.6628
1404,0.0,-1.006,-0.3972
1405,0.0,-1.0683,-0.4458
1406,1.0,1.846,-0.6438
1407,1.0,2.2349,-1.0775
1408,1.0,3.0379,0.8126
1409,0.0,-1.3695,-0.5789
1410,1.0,1.9018,-1.021
1411,1.0,4.3738,1.7234
1412,1.0,0.815,-0.0976
1413,1.0,4.2951,1.7053
1414,1.0,-0.0771,0.0401
1415,1.0,1.9606,-0.2245
1416,0.0,0.682,0.544
1417,1.0,4.5338,1.6828
1418,1.0,0.569,0.9911
1419,0.0,-2.4026,-2.2212
1420,1.0,0.5382,-0.2961
1421,1.0,3.5571,1.4644
1422,1.0,2.2023,-0.2922
1423,1.0,4.1772,1.8504
1424,0.0,-2.6549,-1.5636
1425,1.0,3.6527,1.0761
1426,0.0,-1.6819,-1.4214
1427,0.0,0.7702,-0.0309
1428,0.0,0.5941,-0.0374
1429,1.0,-1.6824,-2.0407
1430,1.0,2.7555,0.5725
1431,0.0,-1.857,-0.7706
1432,1.0,-0.8784,-1.7184
1433,0.0,-0.596,-0.2143
1434,1.0,3.7249,0.3627
1435,0.0,-0.8929,-0.579
1436,0.0,-1.2103,-0.4721
1437,0.0,-3.3318,-1.0626
1438,0.0,-2.7594,-1.737
1439,1.0,3.4373,0.3944
1440,0.0,1.8378,1.0385
1441,0.0,1.114,0.803
1442,1.0,1.9717,-0.6917
1443,0.0,-2.4542,-0.5397
1444,0.0,0.847,-0.3569
1445,0.0,-0.9991,-0.9777
1446,1.0,2.5776,0.0897
1447,1.0,2.865,0.3226
1448,0.0,-0.9296,0.226
1449,1.0,1.3906,-0.117
1450,1.0,0.4581,0.149
1451,1.0,1.1076,-0.591
1452,0.0,-1.3772,0.024
1453,1.0,3.7602,0.7031
1454,1.0,3.9452,0.759
1455,0.0,2.6386,0.741
1456,0.0,-0.1663,0.0006
1457,1.0,2.3127,0.5509
1458,0.0,-1.7284,-0.5484
1459,0.0,-3.7958,-1.6993
1460,0.0,-0.4075,-0.9156
1461,1.0,1.7486,-0.343
1462,1.0,2.5919,0.8199
1463,1.0,1.31,-0.3754
1464,0.0,-3.8464,-1.2188
1465,1.0,1.0997,0.332
1466,0.0,-1.5848,-0.9642
1467,0.0,-1.1771,-0.2192
1468,1.0,3.6014,1.6303
1469,1.0,2.8825,0.9754
1470,1.0,0.3972,-0.6939
1471,1.0,2.8107,0.0816
1472,1.0,1.9382,0.0744
1473,1.0,0.5802,0.1533
1474,0.0,3.1795,1.5136
1475,1.0,2.2697,0.6067
1476,0.0,0.1241,0.5555
1477,0.0,-1.2932,0.4093
1478,1.0,2.8947,-0.3067
1479,1.0,2.1279,0.909
1480,1.0,1.2276,0.1587
1481,1.0,0.6525,-1.0991
1482,1.0,0.7432,0.4806
1483,0.0,-2.647,-1.4072
1484,0.0,-2.53,-1.0567
1485,1.0,3.0901,1.0707
1486,1.0,2.3165,0.0444
1487,1.0,2.5477,0.5775
1488,1.0,3.0142,-0.4322
1489,1.0,4.3143,1.2618
1490,1.0,2.7529,0.5075
1491,1.0,3.2149,0.9013
1492,0.0,1.375,0.6031
1493,0.0,1.0238,-0.5264
1494,0.0,-0.0825,-0.5641
1495,0.0,-1.8081,-0.7225
1496,0.0,-2.066,-1.3545
1497,0.0,-0.6668,-1.1392
1498,1.0,2.1767,-1.4349
1499,1.0,2.0705,0.2906
1500,1.0,0.546,-0.0701
1501,1.0,2.8668,0.8446
1502,0.0,1.4457,0.4395
1503,0.0,-2.7147,-2.1264
1504,1.0,1.0068,-0.5004
1505,0.0,-0.3187,0.1847
1506,1.0,4.3301,1.2695
1507,1.0,3.7481,0.5782
1508,1.0,1.4459,-0.7877
1509,1.0,0.6128,0.5094
1510,1.0,-0.1181,-0.6387
1511,1.0,1.5963,0.0493
1512,0.0,-0.1894,-0.1601
1513,0.0,-0.439,-0.8135
1514,1.0,2.5167,1.438
1515,0.0,0.0519,-0.376
1516,1.0,1.2144,-0.1019
1517,1.0,5.2443,2.3823
1518,1.0,0.1507,-1.0203
1519,0.0,-1.3097,-1.1988
1520,1.0,5.2188,0.964
1521,0.0,-0.8742,-0.9518
1522,1.0,-0.0633,-0.1992
1523,0.0,0.7083,-1.0035
1524,0.0,-0.1732,0.4915
1525,0.0,-0.9384,-0.7979
1526,0.0,-0.9018,-0.7115
1527,1.0,1.2766,1.0962
1528,1.0,3.6263,1.8059
1529,0.0,-1.0835,-0.3521
1530,1.0,0.9114,-0.5178
1531,0.0,1.2425,-0.5152
1532,0.0,2.3081,1.6001
1533,1.0,1.2638,-1.5946
1534,1.0,2.8095,0.1908
1535,0.0,-3.2766,-3.0709
1536,0.0,-0.6363,0.8309
1537,1.0,3.6732,1.3484
1538,1.0,1.8746,0.6384
1539,1.0,1.7466,-0.0698
1540,0.0,2.6298,0.3809
1541,0.0,0.2723,-0.7933
1542,0.0,-0.4413,-0.1899
1543,0.0,-3.0445,-2.3265
1544,1.0,2.8568,0.3902
1545,1.0,1.6699,-0.7501
1546,0.0,-1.3496,-0.7904
1547,0.0,2.0851,0.6709
1548,1.0,4.6839,1.5086
1549,1.0,2.3551,0.7297
1550,1.0,1.8796,0.299
1551,1.0,2.4069,1.355
1552,1.0,3.4947,0.5543
1553,0.0,3.1829,0.9567
1554,0.0,-1.8053,-1.5592
1555,1.0,3.7576,-0.2138
1556,1.0,1.1654,-0.6817
1557,0.0,1.4456,-0.1306
1558,0.0,-0.09,0.1109
1559,1.0,3.6121,1.0311
1560,0.0,-2.7472,-0.72
1561,0.0,-1.5569,-1.046
1562,1.0,0.0134,-1.5922
1563,0.0,2.885,2.1081
1564,1.0,3.0828,1.1802
1565,1.0,1.0561,-0.8868
1566,0.0,-1.3858,-0.2185
1567,0.0,1.2245,0.0978
1568,0.0,0.5355,-0.2238
1569,0.0,0.3526,0.283
1570,1.0,5.4171,1.885
1571,0.0,-0.0485,-0.8367
1572,1.0,2.0316,0.3737
1573,1.0,2.0065,-0.0817
1574,1.0,2.094,0.8986
1575,1.0,1.499,-0.3569
1576,0.0,-1.1315,-0.4975
1577,1.0,2.5563,0.0594
1578,0.0,0.4121,-0.0536
1579,1.0,2.5928,0.2563
1580,0.0,1.3681,-0.6659
1581,1.0,1.3436,0.1636
1582,0.0,-0.1156,-0.5763
1583,1.0,1.4161,-0.332
1584,0.0,1.5088,1.6089
1585,0.0,-5.18,-2.2049
1586,1.0,1.9038,-0.5514
1587,0.0,-1.5107,-1.2151
1588,1.0,2.8468,0.5724
1589,0.0,-1.0764,-1.9078
1590,0.0,-0.4664,0.6244
1591,0.0,-0.7192,-0.946
1592,1.0,0.4672,-1.1592
1593,0.0,-3.8766,-2.1023
1594,0.0,-0.1905,0.0874
1595,0.0,0.3715,-0.1671
1596,1.0,1.5802,-0.2645
1597,0.0,-1.9864,-1.8517
1598,0.0,2.2376,1.2242
1599,1.0,1.9845,-0.1172
1600,0.0,0.6649,0.0728
1601,0.0,-1.0759,-1.4558
1602,1.0,2.0248,-0.7826
1603,0.0,1.4273,0.6301
1604,0.0,0.136,-0.3022
1605,1.0,4.2624,1.3717
1606,0.0,-0.9583,0.2502
1607,0.0,-0.3343,-0.8802
1608,1.0,5.6631,2.5375
1609,0.0,0.9248,0.3441
1610,0.0,1.7637,0.756
1611,0.0,1.1245,1.582
1612,1.0,1.2784,1.1357
1613,0.0,1.8973,0.2074
1614,1.0,4.2011,0.5736
1615,0.0,1.1365,0.6726
1616,1.0,1.8363,-0.8581
1617,0.0,-2.2783,-0.9652
1618,0.0,-0.3422,-1.5911
1619,1.0,0.8725,0.3885
1620,1.0,2.2759,0.3455
1621,1.0,2.6835,0.3465
1622,1.0,3.3072,0.5109
1623,1.0,1.824,-0.8189
1624,1.0,0.9297,0.1077
1625,1.0,3.1047,0.72
1626,0.0,-1.0957,-1.1295
1627,1.0,0.8923,0.2941
1628,1.0,1.6281,0.0276
1629,0.0,0.4213,0.449
1630,0.0,-1.4014,-1.2003
1631,1.0,2.5541,0.6327
1632,1.0,-1.3137,-2.2928
1633,1.0,3.8062,1.3936
1634,0.0,-0.2059,-0.752
1635,1.0,0.4368,-0.6873
1636,0.0,1.0924,1.2159
1637,1.0,3.964,0.0928
1638,0.0,0.6768,-0.0435
1639,0.0,-1.9235,-0.0466
1640,0.0,-1.2208,-0.8372
1641,0.0,-1.4654,-0.1787
