pid,A,Y,X,W,Z
1326,0.0,-0.7731,0.8104,-0.4161,0.4749
1327,1.0,3.9972,0.6426,1.1647,1.2648
1328,0.0,-1.8044,-1.0295,-0.3318,-0.4357
1329,0.0,-1.1843,0.0113,-0.6611,-2.1069
1330,0.0,-0.9275,-0.8553,-2.7501,0.6421
1331,0.0,1.1177,-0.6444,-0.5654,0.7764
1332,1.0,1.0769,-0.3174,0.5925,-0.5395
1333,0.0,-0.0583,1.2535,-1.1691,1.0165
1334,0.0,-3.1676,-0.1401,-1.4853,-3.0044
1335,1.0,2.5415,-0.5967,0.6108,0.8872
1336,1.0,-1.3509,-1.9504,-0.071,-1.4812
1337,0.0,2.4448,-0.5013,1.0277,-0.4413
1338,1.0,3.1802,0.9246,0.6138,0.152
1339,1.0,0.8599,0.4878,-0.4502,-0.4433
1340,0.0,0.8269,0.0701,0.4169,-0.528
1341,1.0,3.7247,0.8709,2.7273,2.6758
1342,0.0,-0.6625,-1.7526,1.0266,1.9059
1343,1.0,1.2191,1.311,-0.0563,-0.2367
1344,0.0,0.2186,0.272,-0.9594,-0.8905
1345,1.0,1.3381,0.4609,1.0877,0.9548
1346,0.0,1.0466,0.4457,-0.9625,-1.6817
1347,0.0,-3.4141,-1.2235,-1.3363,-2.9195
1348,1.0,1.4629,-0.4573,1.3104,0.9684
1349,0.0,-2.1759,-1.7356,-2.1911,-1.2384
1350,1.0,-0.8129,-0.124,0.352,0.002
1351,0.0,-1.9555,-1.4084,0.0885,0.3148
1352,1.0,3.2742,0.8462,-0.2668,0.2228
1353,1.0,0.0403,0.9585,-1.4642,-1.5762
1354,1.0,1.0241,1.6753,-2.467,0.0778
1355,1.0,2.0696,-0.1671,-0.4186,4.0512
1356,1.0,2.2067,-0.4035,1.084,1.7205
1357,1.0,2.0638,-1.0155,0.9596,2.5334
1358,0.0,-2.6462,-1.5867,0.8517,-1.0639
1359,0.0,-0.898,0.7828,-0.8263,-0.5949
1360,1.0,3.9937,0.1946,1.82,1.4151
1361,0.0,-0.2666,-0.474,-0.1318,1.1464
1362,0.0,-0.4293,-0.2019,1.069,0.5609
1363,0.0,-3.3031,-2.262,0.119,-2.3671
1364,0.0,-0.7589,-1.3319,0.1608,-0.8422
1365,0.0,0.8103,-0.3314,0.7391,0.2152
1366,1.0,1.8685,-0.8921,0.0541,-0.1003
1367,1.0,4.0833,-0.518,3.7017,0.6773
1368,0.0,-5.1616,-0.3855,-2.5577,-1.8429
1369,1.0,0.1519,-0.7007,1.105,-0.3221
1370,0.0,3.1567,0.7047,1.5037,2.918
1371,1.0,4.1844,-0.1586,0.9918,1.356
1372,1.0,-2.5991,-1.6191,-1.0925,-2.631
1373,1.0,4.1492,1.2118,1.2685,-0.4029
1374,0.0,-4.785,-0.519,-3.5276,-4.2715
1375,0.0,-1.1889,-0.598,0.0939,0.1885
1376,0.0,-4.1452,-1.8253,-0.4853,-0.6899
1377,0.0,0.3653,1.2935,2.5512,2.136
1378,0.0,0.6822,-1.0538,-0.3767,-0.5109
1379,1.0,0.5695,-0.9787,0.3735,-1.2867
1380,0.0,-2.8804,0.0814,-1.036,-0.7805
1381,0.0,-2.5555,-1.8816,-0.0783,-1.4488
1382,0.0,-1.3214,-0.8177,-1.3561,0.0791
1383,0.0,-2.4888,-1.1562,-3.234,-2.3822
1384,0.0,-3.224,-0.3018,-0.4295,-1.0193
1385,1.0,0.6735,0.2588,-0.9221,0.9849
1386,1.0,2.2332,-0.2031,0.6059,2.1402
1387,0.0,-1.558,1.5761,-1.5243,-2.4339
1388,1.0,-0.0874,0.674,-1.3606,-1.5641
1389,1.0,3.7534,0.0931,2.589,1.1172
1390,0.0,0.1606,0.0432,-0.1151,-0.7767
1391,1.0,1.4434,0.5909,1.8175,1.1306
1392,1.0,2.1416,1.7082,1.1571,0.8455
1393,1.0,2.8565,0.6508,1.2768,-0.0736
1394,1.0,-0.4344,-0.8689,2.9523,1.6707
1395,0.0,-0.1672,-0.305,0.4336,0.8589
1396,0.0,-0.3584,0.8142,-0.9581,-2.511
1397,1.0,3.6736,2.0422,0.2779,-1.9954
1398,0.0,0.1313,-0.3072,0.228,0.0328
1399,0.0,-2.078,-1.3629,-1.5053,-1.0025
1400,1.0,2.7938,-0.2312,0.8206,1.1174
1401,0.0,-3.3338,0.8743,-1.13,-2.007
1402,0.0,0.3525,0.0496,-0.2777,-0.9537
1403,1.0,1.3544,-0.3427,-0.6791,-2.3183
1404,0.0,-1.809,-0.5588,1.4808,-0.4587
1405,0.0,-0.4004,0.6797,0.2777,-1.0169
1406,0.0,0.4065,0.9964,-0.1326,-0.4188
1407,0.0,-0.4413,0.4699,-2.376,-2.686
1408,1.0,0.2716,-2.0495,2.2665,0.6123
1409,0.0,-0.4769,-1.2878,-0.023,0.1115
1410,0.0,0.0591,-0.4678,-2.3974,-1.8877
1411,1.0,4.5676,0.0187,2.6137,1.5953
1412,1.0,0.2726,0.6186,-0.7331,-0.3757
1413,1.0,2.1532,-1.3526,0.7652,0.0206
1414,0.0,-0.3892,0.5407,0.5016,0.0073
1415,1.0,1.6133,-0.6532,-0.6404,-1.279
1416,0.0,2.5984,0.1473,0.1417,1.3504
1417,1.0,0.9578,-0.5229,1.0746,0.3636
1418,1.0,2.3899,0.2487,-0.5527,1.871
1419,0.0,-1.5974,1.9656,-1.7328,-0.8569
1420,1.0,1.098,0.3632,-0.5018,-2.4657
1421,0.0,1.1557,-1.8044,2.2465,2.2211
1422,1.0,2.2213,2.0128,-0.0179,-0.4916
1423,0.0,1.8998,-0.8121,1.7314,2.7868
1424,0.0,0.4036,0.0988,-1.4962,-1.6175
1425,1.0,2.9487,0.0231,0.5594,-0.3503
1426,0.0,-3.5233,-2.1484,-3.7977,-0.0895
1427,1.0,-1.2772,-0.7213,-2.0536,0.2792
1428,1.0,0.6471,-0.6257,0.0694,-0.5702
1429,0.0,-3.7346,-0.4154,-2.3033,-1.8683
1430,1.0,3.2476,1.9122,0.4196,0.4328
1431,0.0,-1.0138,0.228,-0.5739,-0.691
1432,1.0,-1.498,1.3368,-1.9363,-2.1878
1433,0.0,-0.5492,0.5614,-0.476,0.9956
1434,1.0,2.0853,0.7156,-0.8601,-0.2005
1435,0.0,-1.2973,-1.7164,-0.6017,-0.4848
1436,0.0,-0.4487,-0.0797,-0.3494,-1.3454
1437,0.0,-2.2085,-0.9554,-3.3052,-1.1675
1438,0.0,-0.2056,-0.1627,-0.8982,-0.9983
1439,1.0,2.7096,2.1346,0.7411,1.3565
1440,1.0,2.6593,1.3035,-0.2361,1.2315
1441,0.0,-0.6376,-0.1944,-1.7702,0.0721
1442,0.0,-2.9715,-0.0201,-0.6106,0.667
1443,0.0,0.0754,0.3496,-0.0402,-0.4135
1444,1.0,-0.7906,0.6451,-1.9235,-0.2051
1445,0.0,-1.2958,-0.3221,-1.1724,-2.6972
1446,1.0,2.4282,1.2129,-0.133,1.1693
1447,0.0,1.087,0.7227,1.0652,-0.2941
1448,1.0,0.0353,-0.5935,-0.2598,0.3121
1449,0.0,-1.7802,-0.5091,-0.9522,2.0856
1450,0.0,1.2024,-1.3547,-0.4359,0.4596
1451,0.0,-1.133,0.7742,-1.3481,-1.3965
1452,0.0,-1.2274,1.9392,-0.1148,1.194
1453,0.0,1.2251,0.2216,2.3942,1.2916
1454,1.0,2.2229,2.0356,0.676,0.1937
1455,0.0,1.7726,0.0516,0.1062,1.9733
1456,0.0,1.1781,1.6153,-0.4209,-1.5979
1457,1.0,2.5936,-0.2343,-0.9326,0.4968
1458,0.0,-1.4535,0.2716,-2.0728,-0.9306
1459,0.0,-3.5361,-1.8111,-3.3583,-1.2491
1460,0.0,0.1492,-0.1972,-2.0633,-0.975
1461,0.0,-0.1035,0.0833,-0.7938,-0.3033
1462,1.0,1.8973,0.1444,1.425,1.883
1463,0.0,0.5255,-0.4515,-0.0844,0.5399
1464,0.0,-0.8842,0.209,-0.3734,-1.3354
1465,0.0,-1.1886,-1.1018,1.233,2.4132
1466,0.0,1.3811,1.0974,-1.9547,1.0512
1467,1.0,1.954,0.8265,0.4759,1.6873
1468,0.0,1.6253,-0.0153,1.3448,1.7099
1469,1.0,4.1444,0.9666,1.9767,1.1349
1470,1.0,1.252,1.0391,0.7759,-0.8767
1471,1.0,2.1008,-0.4542,0.141,-1.1561
1472,1.0,1.9613,0.1127,-0.1985,0.0015
1473,1.0,-1.9153,-1.0742,0.1775,-0.2671
1474,1.0,3.7723,-0.0371,2.1847,2.6387
1475,1.0,3.9436,-0.4847,0.8038,0.7628
1476,1.0,-0.1639,0.479,2.914,0.1134
1477,0.0,-0.1061,0.4818,0.4477,1.9271
1478,0.0,0.9596,0.2596,-0.9374,0.0296
1479,1.0,3.9197,2.2338,1.3909,2.0404
1480,0.0,-0.22,-0.8691,-0.1064,-1.773
1481,0.0,-1.9287,0.6335,-2.0312,-1.4723
1482,0.0,-0.1212,-0.1523,0.527,-0.3243
1483,1.0,-0.0829,-0.5828,-1.9846,-0.3669
1484,0.0,-1.1771,-2.3136,-0.7617,-0.447
1485,1.0,1.5848,0.6205,0.7227,1.289
1486,0.0,1.0095,0.0689,1.4131,-0.0949
1487,1.0,1.2169,0.1026,0.5266,0.6406
1488,1.0,0.0731,1.4038,-0.8484,0.0097
1489,1.0,4.5134,-1.2781,1.5663,3.0415
1490,1.0,0.8116,0.5106,-0.9212,-0.0466
1491,1.0,2.2067,-0.0258,1.2507,2.6555
1492,1.0,1.3644,-1.1435,0.3935,1.6405
1493,0.0,-1.0154,-0.3041,-0.7031,-1.0115
1494,0.0,0.753,0.5888,-0.7431,-0.2567
1495,1.0,1.1288,-0.0759,-2.0418,-1.401
1496,1.0,0.8907,0.4208,-2.0853,-1.1727
1497,0.0,-0.8068,0.6462,-2.3389,-2.825
1498,1.0,-0.3196,0.1369,-1.5635,-0.7046
1499,1.0,0.5271,0.5703,-0.4598,2.586
1500,0.0,0.4109,0.8166,-1.0959,1.0627
1501,1.0,2.1574,1.0421,-0.4266,1.9743
1502,1.0,3.5241,0.6081,0.744,-0.0311
1503,0.0,-2.1587,0.5288,-3.5701,-4.7826
1504,0.0,0.6684,0.4792,-2.0288,-0.0032
1505,1.0,-1.0342,-1.2836,1.6049,0.6763
1506,0.0,2.2648,0.81,1.4488,3.3762
1507,1.0,2.9457,0.3644,1.0781,1.7598
1508,0.0,-0.8477,0.4776,-0.2434,-1.6978
1509,1.0,2.4438,0.7809,1.9765,3.6878
1510,0.0,-1.8084,-0.9321,-0.7815,-0.4177
1511,0.0,-3.0503,-2.198,0.1248,-0.4234
1512,0.0,1.1109,1.6277,-0.827,-0.6032
1513,1.0,1.1854,1.4553,-0.6692,-0.714
1514,1.0,1.5625,0.2621,0.8053,2.8169
1515,0.0,1.637,0.9518,0.7297,-0.7216
1516,1.0,0.5196,-1.0236,0.8364,0.0571
1517,1.0,4.8005,1.7262,2.5687,2.3165
1518,0.0,-2.3042,-1.6326,-1.1602,-0.8906
1519,0.0,-1.9667,-0.1733,-2.6302,-1.2065
1520,1.0,2.2594,0.2331,0.19,0.6434
1521,1.0,-0.2857,0.643,-2.1329,-1.5894
1522,1.0,1.1271,0.8885,0.0154,0.2333
1523,1.0,-0.7644,-1.2103,-1.7074,-0.5543
1524,1.0,3.8862,0.1687,1.0745,0.165
1525,0.0,-1.5135,0.3726,-0.1959,0.8482
1526,0.0,-3.142,-1.4901,-1.7097,-2.1596
1527,1.0,4.5885,-0.4078,1.276,0.5914
1528,1.0,3.3336,-0.1624,3.5643,2.1998
1529,0.0,0.9163,0.159,0.6429,0.7481
1530,0.0,-0.9713,-0.2685,-2.521,-0.6883
1531,0.0,-0.5117,-0.3331,-1.034,-3.1563
1532,1.0,3.2138,-0.0054,2.1981,0.7998
1533,1.0,-0.6438,0.7718,-0.3723,-0.7889
1534,0.0,0.0671,-0.6698,0.1339,0.4933
1535,0.0,-4.7166,-0.4884,-4.4249,-2.6431
1536,1.0,-0.4232,1.8434,1.7954,-0.257
1537,0.0,2.6705,0.7334,2.1503,3.0215
1538,1.0,0.0826,-1.8629,0.0834,-0.9516
1539,1.0,1.1895,-0.1325,-1.4595,0.2047
1540,0.0,-1.5383,-1.2332,1.5539,-0.0136
1541,1.0,-0.6402,-0.7008,-0.6051,-2.3671
1542,0.0,0.1886,-0.1406,0.3538,-1.2107
1543,0.0,-3.0641,0.6218,-2.9826,-3.8445
1544,1.0,1.1153,0.2972,1.469,-0.2199
1545,0.0,0.4093,-0.561,-0.1929,-1.0442
1546,0.0,-2.0649,0.5518,-1.2637,0.618
1547,1.0,0.4316,-2.4373,0.096,1.3086
1548,1.0,4.2441,1.0337,2.2101,0.4421
1549,0.0,1.8665,0.1317,0.7117,0.3718
1550,1.0,1.0801,-0.8326,1.4006,1.0662
1551,1.0,3.8377,1.4123,1.1232,0.381
1552,1.0,1.9604,1.0948,-0.5549,0.7804
1553,1.0,2.2838,0.113,-0.2209,0.1792
1554,0.0,-2.6409,-0.299,-1.5495,-2.5601
1555,0.0,0.3581,0.4189,0.4579,0.1614
1556,0.0,-1.9422,-0.8871,-0.4588,0.048
1557,0.0,-0.5826,2.2999,-0.8565,-0.8183
1558,0.0,0.2394,1.2005,0.6129,-1.1861
1559,1.0,0.4616,-0.398,2.044,0.7917
1560,1.0,-0.826,-0.9538,-0.1009,-0.738
1561,0.0,-3.2275,-0.6332,-2.0968,-1.9073
1562,0.0,-4.1938,-0.3999,-3.5548,-1.0664
1563,1.0,6.2892,1.0435,2.8483,3.4767
1564,0.0,-0.2141,-2.1889,1.9016,1.0988
1565,0.0,-3.8544,-0.6482,0.5359,-0.6852
1566,1.0,1.3217,0.8262,-0.5231,-1.4846
1567,1.0,0.5582,-0.8462,-0.2866,0.0536
1568,0.0,-1.6018,-0.9701,2.0686,-0.9344
1569,0.0,0.5325,-1.1925,-1.8432,-0.9503
1570,1.0,1.1502,-0.5859,3.365,3.1926
1571,0.0,-0.7348,-1.2713,-0.3085,-1.3264
1572,0.0,0.7611,-1.2863,-0.365,-0.1936
1573,1.0,2.1423,-0.1829,1.3454,1.7468
1574,1.0,1.5046,0.4837,2.5364,0.932
1575,0.0,-0.3163,-0.277,-0.3996,0.9412
1576,0.0,-3.356,-1.7454,0.6435,-0.555
1577,0.0,0.6713,1.0093,0.8082,1.061
1578,0.0,-2.8125,-0.6577,0.7592,-0.209
1579,1.0,2.0451,0.5461,-0.7904,0.1871
1580,1.0,-1.4524,-0.4558,-0.4007,-1.4992
1581,0.0,-1.716,0.7041,0.2128,-0.9887
1582,1.0,-0.3523,0.325,-2.691,-1.1092
1583,0.0,0.6564,-0.6036,-0.2602,-1.8212
1584,1.0,3.425,1.6154,2.2984,2.6516
1585,0.0,-1.0513,1.9818,-2.9144,-2.5033
1586,1.0,0.5308,3.4858,0.4136,-0.9822
1587,0.0,-0.1643,-1.5418,-1.1156,-1.6461
1588,1.0,2.4854,1.058,0.6146,-0.0072
1589,0.0,-1.5899,-0.4392,-0.9317,-4.3036
1590,1.0,1.0314,-0.0759,0.4627,0.5469
1591,0.0,-3.012,-2.1403,-1.0848,-2.6824
1592,0.0,-3.743,-2.028,1.6102,-2.404
1593,0.0,-0.7766,1.3103,-1.9841,-5.3416
1594,1.0,0.7949,0.0921,0.4954,-0.4221
1595,0.0,-1.5987,-0.2477,-0.4136,0.3972
1596,0.0,-0.841,-1.8193,-1.2605,-0.1828
1597,0.0,-3.6765,-1.4204,-2.0809,-0.7439
1598,1.0,3.0753,0.1079,0.6348,2.2454
1599,1.0,1.6587,1.0791,0.4982,-0.8927
1600,1.0,1.6924,-0.1697,-2.974,0.1937
1601,1.0,-1.3811,1.4095,-0.8723,-1.1453
1602,0.0,0.0053,0.1785,-0.8874,-1.3457
1603,0.0,1.939,-0.6733,0.7369,1.0038
1604,0.0,0.2113,0.4512,0.797,1.1252
1605,1.0,4.4108,1.517,2.5241,2.771
1606,1.0,1.8413,2.8437,0.9203,0.9748
1607,0.0,-2.699,-0.5913,-0.6371,-2.079
1608,1.0,4.2872,-0.906,3.0244,4.0616
1609,0.0,0.4756,0.2426,2.1337,-0.9971
1610,0.0,1.2628,1.6873,2.7082,0.2261
1611,1.0,2.2928,-1.4732,1.7461,2.028
1612,0.0,2.6445,1.2365,2.8276,1.7099
1613,0.0,-0.1974,-0.8663,0.2784,0.7143
1614,0.0,-1.5775,-2.2978,2.0664,1.0585
1615,1.0,2.4945,-0.1507,1.7721,2.944
1616,1.0,-0.705,-0.601,-2.2331,-0.3381
1617,0.0,-1.1423,0.5389,-3.3956,-1.0664
1618,0.0,-1.2378,0.8818,-2.8703,-1.5353
1619,1.0,0.2674,0.597,1.9783,1.3502
1620,1.0,1.8051,1.2105,-0.1784,0.389
1621,1.0,3.0933,2.115,1.0273,-0.0069
1622,0.0,0.9091,0.2791,0.8398,0.5583
1623,0.0,-0.4449,-0.1355,-2.1397,-1.0388
1624,0.0,-0.9895,0.5569,0.3149,1.1372
1625,1.0,0.7915,-0.7573,1.5465,1.4919
1626,1.0,-0.6526,1.4618,-0.3194,-0.5975
1627,1.0,0.4069,0.1591,1.2328,1.8853
1628,0.0,0.2078,1.5,-0.0989,1.2533
1629,1.0,2.4262,1.1905,1.3807,0.2232
1630,0.0,-1.5591,0.3053,-1.1945,-0.1948
1631,1.0,1.7027,-0.5771,-0.1452,0.371
1632,0.0,-1.5572,1.1123,-3.984,-2.2665
1633,1.0,3.7618,-0.4743,1.7783,1.1885
1634,0.0,-3.0474,-0.8217,0.6358,-0.8318
1635,0.0,-0.7959,0.088,-0.7727,-1.1896
1636,1.0,3.9243,0.651,1.4127,1.9323
1637,0.0,-0.4521,-0.5914,0.0181,0.2061
1638,0.0,-1.2143,-0.2927,0.079,-0.8159
1639,0.0,0.9145,0.4372,0.1196,0.815
1640,1.0,-0.9455,0.1517,0.1431,-1.2699
1641,1.0,1.5125,-0.2138,-0.553,0.4069
1642,0.0,0.2867,0.1327,0.1704,0.8576
1643,1.0,2.061,-1.4321,2.7624,0.7574
1644,0.0,-1.0638,-2.3381,1.9831,2.5336
1645,1.0,1.1761,1.5941,-0.1943,1.4744
1646,1.0,3.7228,1.9319,1.8445,3.0629
1647,1.0,5.137,0.1543,2.6502,2.7861
1648,0.0,0.4571,-1.654,0.5871,-0.0258
1649,0.0,-0.8552,-0.4438,-2.4721,-0.5529
1650,1.0,2.0418,-0.0069,0.0124,-1.0566
1651,1.0,4.0598,2.5043,-0.0389,-0.6301
1652,0.0,0.0747,-0.2277,-0.696,-2.8143
1653,1.0,0.3145,0.2751,-0.1735,0.6768
1654,1.0,1.7164,-1.3129,3.0821,1.1172
1655,1.0,1.2886,-0.1473,2.6059,0.5974
1656,1.0,0.7865,1.1215,-2.0886,0.2005
1657,0.0,0.7289,-1.3276,1.4864,1.0941
1658,1.0,0.9649,-0.7465,3.2977,1.0742
1659,0.0,-2.8052,-0.1632,-0.1629,-1.3379
1660,0.0,0.9097,-0.6743,0.3724,0.5402
1661,1.0,1.8931,0.4082,0.4533,2.0457
1662,1.0,1.751,1.2612,-1.4629,-0.9335
1663,1.0,3.6721,0.6412,3.5511,2.4011
1664,1.0,0.7551,-0.7438,1.3312,1.0181
1665,1.0,2.9616,-0.2376,1.6234,1.9242
1666,1.0,2.2865,1.2674,3.3658,1.5784
1667,0.0,-3.4691,-1.1197,-2.6348,-0.5947
1668,0.0,-0.3454,-0.5956,-0.2366,-0.5714
1669,1.0,2.5232,1.2708,0.0812,2.0491
1670,1.0,3.5357,0.6105,1.6419,-0.228
1671,0.0,2.7827,1.7881,0.0481,0.9486
1672,0.0,0.6157,0.0859,-0.6555,0.429
1673,0.0,-2.4041,0.9634,-2.1243,-2.9584
1674,1.0,2.1455,1.2536,0.1147,-0.1556
1675,0.0,1.9542,-0.3825,2.0483,0.1005
1676,0.0,-3.6841,0.2333,-4.8941,-3.3511
1677,0.0,0.8429,0.3978,-0.3174,-1.4584
1678,1.0,1.5852,0.3923,-1.0927,0.6603
1679,1.0,1.1187,0.2166,0.8601,1.6292
1680,1.0,0.2742,1.683,-0.2249,-0.8584
1681,0.0,1.6041,1.3831,-0.6746,-0.3731
1682,1.0,1.3536,-1.6024,1.2688,0.1857
1683,0.0,2.1619,-2.0018,0.529,3.9393
1684,1.0,-0.9361,0.9311,0.6904,-2.2298
1685,0.0,2.8887,-0.0815,1.9623,2.4882
1686,0.0,1.3135,0.3937,0.7381,-0.1874
1687,1.0,2.4778,0.7821,-0.97,-2.2701
1688,1.0,0.8464,-0.7506,0.3873,0.0283
1689,0.0,-0.4922,-0.0044,-0.7834,0.8867
1690,1.0,1.7942,-0.4104,-0.6344,-0.2546
1691,1.0,2.3145,0.92,1.5582,-0.1803
1692,0.0,-0.1829,-0.5675,0.5954,-0.8375
1693,0.0,0.0249,-0.6674,0.9535,0.9322
1694,0.0,1.3518,0.6667,0.2453,0.9771
1695,0.0,-1.0577,-2.2313,-0.7279,-1.1329
1696,0.0,-0.5107,0.6841,-1.0114,-2.361
1697,0.0,-1.4499,-0.7681,-0.4806,0.7636
1698,1.0,1.9572,-0.3805,3.1241,2.0144
1699,1.0,0.2144,-1.0052,0.5289,-4.4316
1700,0.0,-0.1704,-1.0188,-1.3711,-1.1662
1701,0.0,-3.2361,-0.0938,-4.0386,-2.0415
1702,1.0,2.9857,0.9588,3.0916,0.3739
1703,1.0,2.2145,2.4874,-0.0329,1.8708
1704,0.0,-1.2598,1.4791,-0.3003,-2.6224
1705,1.0,2.072,1.1051,-0.2958,1.2944
1706,0.0,4.574,0.784,2.0434,1.1561
1707,1.0,1.1551,-0.3784,-0.0564,-0.2666
1708,0.0,-1.9153,-1.0664,-1.0008,-1.4854
1709,1.0,1.4328,1.0483,-0.2039,0.7573
1710,1.0,5.3546,-0.8111,0.8302,1.1264
1711,1.0,1.6084,1.1358,2.2503,0.2122
1712,0.0,-0.0697,-0.6736,1.9298,0.9109
1713,1.0,-0.132,1.1134,-3.493,-1.6014
1714,1.0,3.3128,1.134,1.9688,1.154
1715,1.0,3.7417,1.7752,0.2732,2.2384
1716,1.0,1.2699,1.3352,2.3789,1.2361
1717,1.0,3.0082,0.1909,2.8252,2.2154
1718,0.0,-0.4858,-0.1597,-0.7457,-0.0819
1719,1.0,0.8112,1.1215,-1.0795,0.0183
1720,0.0,-0.1215,-1.4997,0.008,1.6999
1721,0.0,-1.2468,0.3851,-2.2954,-0.2238
1722,0.0,-5.0066,0.1496,-4.506,-4.9367
1723,1.0,6.2608,0.9931,2.2486,2.5284
1724,0.0,-2.0453,-1.6666,-1.3052,0.2051
1725,1.0,3.0236,0.2989,1.6404,1.5069
1726,0.0,1.7198,-0.2095,1.0855,0.1952
1727,0.0,2.0463,0.0247,1.0026,0.1498
1728,0.0,-5.3984,-0.4756,-1.1216,-1.5262
1729,1.0,1.9203,0.1871,1.3174,2.0558
1730,0.0,-1.124,1.2563,-4.4071,-1.2249
1731,1.0,3.0697,0.6689,0.8884,1.218
1732,1.0,2.3692,0.2699,2.5272,1.645
1733,0.0,-1.0005,-0.6219,-0.1022,-0.0869
1734,0.0,0.4569,0.299,0.3892,0.5728
1735,1.0,1.8506,-0.1341,2.9869,1.4115
1736,0.0,-4.0383,-2.3707,-2.2316,-3.3988
1737,1.0,4.3767,0.6309,2.0276,2.5926
1738,0.0,-0.8093,-0.6766,-1.4414,1.0575
1739,0.0,-2.4958,-0.2598,0.1892,-1.701
1740,1.0,0.3485,0.0472,0.4709,-0.3574
1741,0.0,2.1298,0.5048,2.4817,1.9569
1742,0.0,0.8778,-0.1794,-1.2817,-1.2241
1743,1.0,3.7149,-0.1999,3.0229,2.9197
1744,0.0,0.2355,-0.9161,0.0212,2.7167
1745,1.0,5.6328,0.8028,1.2059,2.365
1746,1.0,3.2106,2.2033,-0.8747,0.9808
1747,0.0,-0.0384,-0.2648,-0.5666,-1.8435
1748,0.0,-1.9562,0.2094,-2.1969,-1.5682
1749,1.0,0.3502,0.7615,-1.2559,-1.6431
1750,0.0,-0.4912,0.6278,0.5649,0.5055
1751,0.0,0.0804,1.011,0.3642,-0.5892
1752,1.0,2.9582,-0.1677,1.1499,2.6258
1753,0.0,-1.7567,-1.4451,-0.6357,-1.9353
1754,1.0,-0.9472,-0.6605,-0.0653,0.5799
1755,0.0,-1.5049,-0.0003,-0.6469,-1.8872
1756,0.0,-3.492,-1.7188,-1.3022,-2.1356
1757,0.0,0.6798,-0.0343,-0.3253,-1.1707
1758,1.0,1.7753,-0.3025,1.8251,0.6053
1759,1.0,-0.0293,1.462,-1.9531,-1.8219
1760,1.0,1.2294,-0.6975,-0.1323,-0.0256
1761,1.0,2.8159,-0.1367,0.9786,0.6994
1762,0.0,-0.9412,0.6713,-2.3759,-0.937
1763,0.0,0.9037,-1.0783,0.1104,0.9977
1764,1.0,-1.4747,0.7511,-2.8028,-0.5194
1765,1.0,-0.1891,-0.0137,1.2872,0.0934
1766,1.0,0.8275,-1.717,-1.542,-0.8769
1767,0.0,-0.9602,-1.2363,0.4414,0.1076
1768,0.0,-0.826,-1.0153,-0.1532,-0.4615
1769,1.0,0.3511,1.0541,-1.2499,-1.4282
1770,1.0,-1.2168,0.6159,0.3519,-2.6403
1771,0.0,-0.677,-0.9223,-0.5518,2.3747
1772,0.0,0.2014,0.0904,-0.8323,-1.0164
1773,1.0,-2.0537,1.052,-0.0771,0.5514
1774,0.0,-1.8471,-0.5381,-1.6267,-0.9388
1775,0.0,-3.2341,-1.8615,0.0643,1.0895
1776,0.0,-2.0756,-1.2331,-0.3841,0.596
1777,0.0,-1.8049,-0.7192,-0.0523,-0.6699
1778,0.0,-0.7085,-0.609,0.1619,0.6124
1779,0.0,-1.045,-1.0373,-0.7317,-1.2229
1780,1.0,2.5442,-0.9951,1.6357,1.4063
1781,0.0,-2.4972,-1.7585,-0.2483,-2.292
1782,1.0,2.2548,1.2123,1.186,1.0611
1783,0.0,0.3532,1.555,-1.2588,-0.1673
1784,1.0,-0.7259,2.4342,-1.6027,-4.3749
1785,0.0,-1.3276,0.802,-2.7271,-1.9614
1786,0.0,0.6587,0.062,2.0953,1.0518
1787,1.0,4.5938,0.6158,2.2481,-0.7352
1788,0.0,-2.1994,-1.5318,-1.8096,-0.7436
1789,0.0,-2.7508,0.5924,1.0033,-1.5901
1790,0.0,0.9202,0.2495,-0.349,0.6664
1791,0.0,0.9531,2.1209,-0.4126,0.019
1792,1.0,4.0468,0.0358,2.0291,1.2495
1793,1.0,0.0615,-1.6639,2.4838,1.927
1794,1.0,2.1933,-1.2392,1.467,-0.1392
1795,0.0,-1.4305,-0.1464,-0.056,-0.0183
1796,0.0,-2.0519,-0.6351,-1.5551,-0.6255
1797,0.0,-0.2993,0.2475,0.2424,0.0286
1798,1.0,4.4062,1.38,2.0554,0.0607
1799,0.0,-2.2052,0.2604,-0.7707,-1.1933
1800,1.0,4.4804,1.2555,1.7212,1.0482
1801,1.0,1.4946,-0.024,0.5444,1.5045
1802,0.0,-2.7129,-0.5329,0.0064,-1.437
1803,0.0,-0.4882,0.0323,0.0043,-1.1678
1804,1.0,0.4184,0.0398,0.8623,0.116
1805,0.0,0.4012,0.0057,2.8973,-0.3049
1806,1.0,-0.8885,-0.4149,2.0431,0.4214
1807,0.0,-0.3568,0.3479,0.3772,-2.0658
1808,1.0,0.793,-0.5805,-0.4383,-0.8068
1809,0.0,-2.0774,0.5883,-3.3809,-2.7583
1810,0.0,-0.3551,0.5539,-0.8755,0.317
1811,0.0,-1.6127,-0.1894,0.1417,-0.3651
1812,1.0,2.2582,-0.3001,2.539,2.4854
1813,1.0,-0.7651,-1.1349,-2.4496,-3.0053
1814,1.0,1.4468,1.0411,1.968,2.1323
1815,0.0,0.4613,-0.9115,2.1952,2.5742
